"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1556193","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.30237","-81.91438","reported","Accurate","Lake Erie","04120200","2013","7","25","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518425 target = _blank >MISIN report ID 518425</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556109","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.26593","-81.87813","reported","Accurate","Lake Erie","04120200","2013","7","25","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518490 target = _blank >MISIN report ID 518490</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556111","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.26594","-81.87799","reported","Accurate","Lake Erie","04120200","2013","7","25","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518486 target = _blank >MISIN report ID 518486</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556112","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.26594","-81.87817","reported","Accurate","Lake Erie","04120200","2013","7","25","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518492 target = _blank >MISIN report ID 518492</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556186","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.30102","-81.91405","reported","Accurate","Lake Erie","04120200","2013","7","25","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518433 target = _blank >MISIN report ID 518433</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556126","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.28654","-81.86748","reported","Accurate","Lake Erie","04120200","2013","7","18","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518479 target = _blank >MISIN report ID 518479</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556129","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.28697","-81.86821","reported","Accurate","Lake Erie","04120200","2013","7","18","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518483 target = _blank >MISIN report ID 518483</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556197","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.30372","-81.85789","reported","Accurate","Lake Erie","04120200","2013","7","18","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518469 target = _blank >MISIN report ID 518469</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556200","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.30382","-81.85851","reported","Accurate","Lake Erie","04120200","2013","7","18","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518472 target = _blank >MISIN report ID 518472</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557727","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.09582","-77.50476","reported","Accurate","Lake Ontario","04150200","2013","8","19","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517863 target = _blank >MISIN report ID 517863</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557729","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.09583","-77.50471","reported","Accurate","Lake Ontario","04150200","2013","8","19","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2013-08-19 to 2013-08-19; <a href = http://www.misin.msu.edu/browse/record.php?id=517862 target = _blank >MISIN report ID 517862</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557733","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.09585","-77.50459","reported","Accurate","Lake Ontario","04150200","2013","8","19","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517856 target = _blank >MISIN report ID 517856</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557737","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.09709","-77.50542","reported","Accurate","Lake Ontario","04150200","2013","8","19","established","n=3 aggregate IDs by 1e-04  decimal accuracy, from 2013-08-19 to 2013-08-19; <a href = http://www.misin.msu.edu/browse/record.php?id=517846 target = _blank >MISIN report ID 517846</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557745","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.09718","-77.50533","reported","Accurate","Lake Ontario","04150200","2013","8","19","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517854 target = _blank >MISIN report ID 517854</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557752","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.09853","-77.50047","reported","Accurate","Lake Ontario","04150200","2013","8","19","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517844 target = _blank >MISIN report ID 517844</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613809","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.09585","-77.50463","reported","Accurate","Lake Ontario","04150200","2013","8","19","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517858 target = _blank >MISIN report ID 517858</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556023","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.00362","-82.96967","reported","Accurate","","","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517570 target = _blank >MISIN report ID 517570</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556027","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.00395","-82.96963","reported","Accurate","","","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517567 target = _blank >MISIN report ID 517567</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556033","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.00429","-82.96956","reported","Accurate","","","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517564 target = _blank >MISIN report ID 517564</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556036","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.00462","-82.9696","reported","Accurate","","","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517561 target = _blank >MISIN report ID 517561</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556040","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.00493","-82.96951","reported","Accurate","","","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517558 target = _blank >MISIN report ID 517558</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556043","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.00561","-82.97013","reported","Accurate","","","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517551 target = _blank >MISIN report ID 517551</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557568","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01249","-77.55487","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2013-08-20 to 2013-08-20; <a href = http://www.misin.msu.edu/browse/record.php?id=519134 target = _blank >MISIN report ID 519134</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557573","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.0125","-77.555","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2013-08-20 to 2013-08-20; <a href = http://www.misin.msu.edu/browse/record.php?id=519138 target = _blank >MISIN report ID 519138</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557577","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01253","-77.55526","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519144 target = _blank >MISIN report ID 519144</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557580","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01255","-77.55544","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519145 target = _blank >MISIN report ID 519145</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557581","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01256","-77.55557","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519146 target = _blank >MISIN report ID 519146</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557583","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01258","-77.55574","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519148 target = _blank >MISIN report ID 519148</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557585","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01259","-77.55592","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519150 target = _blank >MISIN report ID 519150</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557586","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01263","-77.5565","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519151 target = _blank >MISIN report ID 519151</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557588","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01289","-77.55718","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519103 target = _blank >MISIN report ID 519103</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557589","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01308","-77.55712","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519101 target = _blank >MISIN report ID 519101</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557590","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01329","-77.55707","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519100 target = _blank >MISIN report ID 519100</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557593","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01344","-77.55787","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519116 target = _blank >MISIN report ID 519116</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557596","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01347","-77.55787","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","n=5 aggregate IDs by 1e-04  decimal accuracy, from 2013-08-20 to 2013-08-20; <a href = http://www.misin.msu.edu/browse/record.php?id=519118 target = _blank >MISIN report ID 519118</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557598","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01348","-77.55705","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519098 target = _blank >MISIN report ID 519098</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557616","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01355","-77.55785","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519124 target = _blank >MISIN report ID 519124</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557622","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01369","-77.55707","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519096 target = _blank >MISIN report ID 519096</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557624","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01407","-77.55709","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519095 target = _blank >MISIN report ID 519095</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557756","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.13922","-77.34586","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518601 target = _blank >MISIN report ID 518601</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557759","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.13927","-77.34584","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518605 target = _blank >MISIN report ID 518605</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557762","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.1393","-77.34587","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2013-08-20 to 2013-08-20; <a href = http://www.misin.msu.edu/browse/record.php?id=518608 target = _blank >MISIN report ID 518608</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557769","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.13938","-77.34591","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518614 target = _blank >MISIN report ID 518614</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557772","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.13943","-77.34511","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518622 target = _blank >MISIN report ID 518622</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557777","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.13947","-77.34514","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","n=3 aggregate IDs by 1e-04  decimal accuracy, from 2013-08-20 to 2013-08-20; <a href = http://www.misin.msu.edu/browse/record.php?id=518626 target = _blank >MISIN report ID 518626</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557788","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.13958","-77.34514","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","n=3 aggregate IDs by 1e-04  decimal accuracy, from 2013-08-20 to 2013-08-20; <a href = http://www.misin.msu.edu/browse/record.php?id=518635 target = _blank >MISIN report ID 518635</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557793","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.13961","-77.34521","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2013-08-20 to 2013-08-20; <a href = http://www.misin.msu.edu/browse/record.php?id=518643 target = _blank >MISIN report ID 518643</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
